nohup: ignoring input
[W421 11:46:26.601972170 Context.cpp:258] Warning: torch.backends.cuda.preferred_linalg_library is an experimental feature. If you see any error or unexpected behavior when this flag is set please file an issue on GitHub. (function operator())
  - 已强制设置当前 CUDA 设备为: cuda:3
  - 当前可见 GPU 数量: 4
----------Load Lab train data, and there is no auxiliary data----------
----------Load Lab eval data, and there is no auxiliary data----------
✅ SuperRetinaWithPerceptualLoss 初始化完成，perceptual_weight=0.06
🔍 GPU 检查报告:
  - torch.cuda.is_available(): True
Perceptual loss: 0.0000 (weight=0.06)
Perceptual loss: 0.0000 (weight=0.06)
Perceptual loss: 0.0000 (weight=0.06)
Perceptual loss: 0.0000 (weight=0.06)
Perceptual loss: 0.0000 (weight=0.06)
Perceptual loss: 0.0001 (weight=0.06)
Perceptual loss: 0.0000 (weight=0.06)
Perceptual loss: 0.0000 (weight=0.06)
Perceptual loss: 0.0001 (weight=0.06)
Perceptual loss: 0.0003 (weight=0.06)
Perceptual loss: 0.0004 (weight=0.06)
Perceptual loss: 0.0003 (weight=0.06)
Perceptual loss: 0.0007 (weight=0.06)
Perceptual loss: 0.0003 (weight=0.06)
Perceptual loss: 0.0008 (weight=0.06)
Perceptual loss: 0.0009 (weight=0.06)
Perceptual loss: 0.0022 (weight=0.06)
Perceptual loss: 0.0146 (weight=0.06)
Perceptual loss: 0.0143 (weight=0.06)
Perceptual loss: 0.0151 (weight=0.06)
Perceptual loss: 0.0319 (weight=0.06)
Perceptual loss: 0.0310 (weight=0.06)
Perceptual loss: 0.0291 (weight=0.06)
Perceptual loss: 0.0210 (weight=0.06)
Perceptual loss: 0.0053 (weight=0.06)
Perceptual loss: 0.0024 (weight=0.06)
Perceptual loss: 0.0003 (weight=0.06)
Perceptual loss: 0.0007 (weight=0.06)
Perceptual loss: 0.0005 (weight=0.06)
Perceptual loss: 0.0010 (weight=0.06)
Perceptual loss: 0.0033 (weight=0.06)
Perceptual loss: 0.0009 (weight=0.06)
Perceptual loss: 0.0003 (weight=0.06)
Perceptual loss: 0.0012 (weight=0.06)
Perceptual loss: 0.0008 (weight=0.06)
Perceptual loss: 0.0007 (weight=0.06)
Perceptual loss: 0.0007 (weight=0.06)
Perceptual loss: 0.0007 (weight=0.06)
Perceptual loss: 0.0012 (weight=0.06)
Perceptual loss: 0.0011 (weight=0.06)
Perceptual loss: 0.0018 (weight=0.06)
Perceptual loss: 0.0041 (weight=0.06)
Perceptual loss: 0.0020 (weight=0.06)
Perceptual loss: 0.0026 (weight=0.06)
Perceptual loss: 0.0113 (weight=0.06)
Perceptual loss: 0.0228 (weight=0.06)
Perceptual loss: 0.0419 (weight=0.06)
Perceptual loss: 0.0685 (weight=0.06)
Perceptual loss: 0.1374 (weight=0.06)
Perceptual loss: 0.0481 (weight=0.06)
Perceptual loss: 0.0611 (weight=0.06)
Perceptual loss: 0.0379 (weight=0.06)
Perceptual loss: 0.0613 (weight=0.06)
Perceptual loss: 0.0332 (weight=0.06)
Perceptual loss: 0.0272 (weight=0.06)
Perceptual loss: 0.0709 (weight=0.06)
Perceptual loss: 0.0738 (weight=0.06)
Perceptual loss: 0.0783 (weight=0.06)
Perceptual loss: 0.1105 (weight=0.06)
Perceptual loss: 0.1626 (weight=0.06)
Perceptual loss: 0.1262 (weight=0.06)
train overall loss: 3.172199010848999 detector_loss: 0.9094856381416321 of 256 nums, #avg learned keypoints:0.0  descriptor_loss: 2.2627134323120117 of 256 nums
save model for epoch 0
Epoch 1/149
----------phase:train	 PKE_learn:True----------
LR 0.0001
  0%|          | 0/64 [00:00<?, ?it/s]  2%|▏         | 1/64 [00:01<01:40,  1.60s/it]  3%|▎         | 2/64 [00:02<01:16,  1.23s/it]  5%|▍         | 3/64 [00:03<01:01,  1.00s/it]  6%|▋         | 4/64 [00:04<01:00,  1.02s/it]  8%|▊         | 5/64 [00:05<00:54,  1.08it/s]  9%|▉         | 6/64 [00:05<00:47,  1.22it/s] 11%|█         | 7/64 [00:06<00:49,  1.14it/s] 12%|█▎        | 8/64 [00:07<00:46,  1.21it/s] 14%|█▍        | 9/64 [00:08<00:48,  1.14it/s] 16%|█▌        | 10/64 [00:09<00:44,  1.21it/s] 17%|█▋        | 11/64 [00:09<00:41,  1.27it/s] 19%|█▉        | 12/64 [00:10<00:46,  1.12it/s] 20%|██        | 13/64 [00:11<00:42,  1.21it/s] 22%|██▏       | 14/64 [00:12<00:45,  1.10it/s] 23%|██▎       | 15/64 [00:13<00:45,  1.08it/s] 25%|██▌       | 16/64 [00:14<00:40,  1.17it/s] 27%|██▋       | 17/64 [00:15<00:37,  1.25it/s] 28%|██▊       | 18/64 [00:15<00:35,  1.29it/s] 30%|██▉       | 19/64 [00:16<00:33,  1.35it/s] 31%|███▏      | 20/64 [00:17<00:35,  1.24it/s] 33%|███▎      | 21/64 [00:18<00:32,  1.31it/s] 34%|███▍      | 22/64 [00:19<00:35,  1.18it/s] 36%|███▌      | 23/64 [00:19<00:32,  1.26it/s] 38%|███▊      | 24/64 [00:20<00:34,  1.15it/s] 39%|███▉      | 25/64 [00:21<00:35,  1.10it/s] 41%|████      | 26/64 [00:22<00:32,  1.18it/s] 42%|████▏     | 27/64 [00:23<00:30,  1.22it/s] 44%|████▍     | 28/64 [00:23<00:28,  1.28it/s] 45%|████▌     | 29/64 [00:24<00:25,  1.35it/s] 47%|████▋     | 30/64 [00:25<00:27,  1.24it/s] 48%|████▊     | 31/64 [00:26<00:25,  1.30it/s] 50%|█████     | 32/64 [00:26<00:23,  1.37it/s] 52%|█████▏    | 33/64 [00:27<00:22,  1.38it/s] 53%|█████▎    | 34/64 [00:28<00:23,  1.30it/s] 55%|█████▍    | 35/64 [00:29<00:21,  1.36it/s] 56%|█████▋    | 36/64 [00:29<00:20,  1.37it/s] 58%|█████▊    | 37/64 [00:30<00:21,  1.23it/s] 59%|█████▉    | 38/64 [00:31<00:19,  1.31it/s] 61%|██████    | 39/64 [00:32<00:21,  1.18it/s] 62%|██████▎   | 40/64 [00:33<00:19,  1.20it/s] 64%|██████▍   | 41/64 [00:34<00:17,  1.29it/s] 66%|██████▌   | 42/64 [00:34<00:18,  1.20it/s] 67%|██████▋   | 43/64 [00:35<00:16,  1.25it/s] 69%|██████▉   | 44/64 [00:36<00:17,  1.16it/s] 70%|███████   | 45/64 [00:37<00:15,  1.23it/s] 72%|███████▏  | 46/64 [00:38<00:13,  1.30it/s] 73%|███████▎  | 47/64 [00:39<00:14,  1.20it/s] 75%|███████▌  | 48/64 [00:39<00:13,  1.22it/s] 77%|███████▋  | 49/64 [00:40<00:11,  1.30it/s] 78%|███████▊  | 50/64 [00:41<00:10,  1.36it/s] 80%|███████▉  | 51/64 [00:41<00:09,  1.40it/s] 81%|████████▏ | 52/64 [00:42<00:09,  1.29it/s] 83%|████████▎ | 53/64 [00:43<00:08,  1.34it/s] 84%|████████▍ | 54/64 [00:44<00:08,  1.20it/s] 86%|████████▌ | 55/64 [00:45<00:07,  1.26it/s] 88%|████████▊ | 56/64 [00:46<00:07,  1.12it/s] 89%|████████▉ | 57/64 [00:47<00:06,  1.13it/s] 91%|█████████ | 58/64 [00:47<00:04,  1.21it/s] 92%|█████████▏| 59/64 [00:48<00:03,  1.31it/s] 94%|█████████▍| 60/64 [00:49<00:02,  1.38it/s] 95%|█████████▌| 61/64 [00:49<00:02,  1.41it/s] 97%|█████████▋| 62/64 [00:50<00:01,  1.21it/s] 98%|█████████▊| 63/64 [00:51<00:00,  1.29it/s]100%|██████████| 64/64 [00:52<00:00,  1.14it/s]100%|██████████| 64/64 [00:52<00:00,  1.22it/s]
Perceptual loss: 0.0550 (weight=0.06)
Perceptual loss: 0.1345 (weight=0.06)
Perceptual loss: 0.0633 (weight=0.06)
Perceptual loss: 0.0704 (weight=0.06)
Perceptual loss: 0.0465 (weight=0.06)
Perceptual loss: 0.0705 (weight=0.06)
Perceptual loss: 0.1599 (weight=0.06)
Perceptual loss: 0.1437 (weight=0.06)
Perceptual loss: 0.1231 (weight=0.06)
Perceptual loss: 0.1622 (weight=0.06)
Perceptual loss: 0.1609 (weight=0.06)
Perceptual loss: 0.1017 (weight=0.06)
Perceptual loss: 0.1394 (weight=0.06)
Perceptual loss: 0.1530 (weight=0.06)
Perceptual loss: 0.1676 (weight=0.06)
Perceptual loss: 0.2292 (weight=0.06)
Perceptual loss: 0.1462 (weight=0.06)
Perceptual loss: 0.0546 (weight=0.06)
Perceptual loss: 0.1317 (weight=0.06)
Perceptual loss: 0.0904 (weight=0.06)
Perceptual loss: 0.0983 (weight=0.06)
Perceptual loss: 0.0712 (weight=0.06)
Perceptual loss: 0.0249 (weight=0.06)
Perceptual loss: 0.0576 (weight=0.06)
Perceptual loss: 0.0519 (weight=0.06)
Perceptual loss: 0.0535 (weight=0.06)
Perceptual loss: 0.0539 (weight=0.06)
Perceptual loss: 0.0372 (weight=0.06)
Perceptual loss: 0.0842 (weight=0.06)
Perceptual loss: 0.0552 (weight=0.06)
Perceptual loss: 0.0868 (weight=0.06)
Perceptual loss: 0.0936 (weight=0.06)
Perceptual loss: 0.0782 (weight=0.06)
Perceptual loss: 0.0531 (weight=0.06)
Perceptual loss: 0.0957 (weight=0.06)
Perceptual loss: 0.0788 (weight=0.06)
Perceptual loss: 0.0251 (weight=0.06)
Perceptual loss: 0.0410 (weight=0.06)
Perceptual loss: 0.0340 (weight=0.06)
Perceptual loss: 0.0231 (weight=0.06)
Perceptual loss: 0.0133 (weight=0.06)
Perceptual loss: 0.0250 (weight=0.06)
Perceptual loss: 0.0264 (weight=0.06)
Perceptual loss: 0.0120 (weight=0.06)
Perceptual loss: 0.0135 (weight=0.06)
Perceptual loss: 0.0232 (weight=0.06)
Perceptual loss: 0.0198 (weight=0.06)
Perceptual loss: 0.0196 (weight=0.06)
Perceptual loss: 0.0101 (weight=0.06)
Perceptual loss: 0.0128 (weight=0.06)
Perceptual loss: 0.0179 (weight=0.06)
Perceptual loss: 0.0285 (weight=0.06)
Perceptual loss: 0.0317 (weight=0.06)
Perceptual loss: 0.0170 (weight=0.06)
Perceptual loss: 0.0092 (weight=0.06)
Perceptual loss: 0.0310 (weight=0.06)
Perceptual loss: 0.0155 (weight=0.06)
Perceptual loss: 0.0450 (weight=0.06)
Perceptual loss: 0.0403 (weight=0.06)
Perceptual loss: 0.0226 (weight=0.06)
Perceptual loss: 0.0195 (weight=0.06)
Perceptual loss: 0.0231 (weight=0.06)
Perceptual loss: 0.0531 (weight=0.06)
Perceptual loss: 0.0362 (weight=0.06)
train overall loss: 2.7938928604125977 detector_loss: 0.8044313192367554 of 256 nums, #avg learned keypoints:0.0  descriptor_loss: 1.9894616603851318 of 256 nums
save model for epoch 1
Epoch 2/149
----------phase:train	 PKE_learn:True----------
LR 0.0001
  0%|          | 0/64 [00:00<?, ?it/s]  2%|▏         | 1/64 [00:01<01:07,  1.07s/it]  3%|▎         | 2/64 [00:02<01:02,  1.00s/it]  5%|▍         | 3/64 [00:02<00:51,  1.17it/s]  6%|▋         | 4/64 [00:03<00:56,  1.06it/s]  8%|▊         | 5/64 [00:04<00:49,  1.18it/s]  9%|▉         | 6/64 [00:05<00:46,  1.25it/s] 11%|█         | 7/64 [00:05<00:42,  1.33it/s] 12%|█▎        | 8/64 [00:06<00:41,  1.33it/s] 14%|█▍        | 9/64 [00:07<00:39,  1.40it/s] 16%|█▌        | 10/64 [00:08<00:42,  1.27it/s] 17%|█▋        | 11/64 [00:08<00:40,  1.32it/s] 19%|█▉        | 12/64 [00:09<00:43,  1.21it/s] 20%|██        | 13/64 [00:10<00:39,  1.29it/s] 22%|██▏       | 14/64 [00:11<00:41,  1.22it/s] 23%|██▎       | 15/64 [00:12<00:39,  1.24it/s] 25%|██▌       | 16/64 [00:12<00:36,  1.33it/s] 27%|██▋       | 17/64 [00:13<00:38,  1.23it/s] 28%|██▊       | 18/64 [00:14<00:35,  1.31it/s] 30%|██▉       | 19/64 [00:15<00:35,  1.26it/s] 31%|███▏      | 20/64 [00:15<00:33,  1.33it/s] 33%|███▎      | 21/64 [00:16<00:35,  1.21it/s] 34%|███▍      | 22/64 [00:17<00:32,  1.29it/s] 36%|███▌      | 23/64 [00:18<00:30,  1.35it/s] 38%|███▊      | 24/64 [00:19<00:34,  1.17it/s] 39%|███▉      | 25/64 [00:20<00:31,  1.25it/s] 41%|████      | 26/64 [00:21<00:34,  1.11it/s] 42%|████▏     | 27/64 [00:21<00:30,  1.21it/s] 44%|████▍     | 28/64 [00:22<00:30,  1.17it/s] 45%|████▌     | 29/64 [00:23<00:28,  1.24it/s] 47%|████▋     | 30/64 [00:24<00:26,  1.30it/s] 48%|████▊     | 31/64 [00:25<00:27,  1.21it/s] 50%|█████     | 32/64 [00:25<00:25,  1.26it/s] 52%|█████▏    | 33/64 [00:26<00:25,  1.19it/s] 53%|█████▎    | 34/64 [00:27<00:23,  1.27it/s] 55%|█████▍    | 35/64 [00:28<00:23,  1.23it/s] 56%|█████▋    | 36/64 [00:28<00:21,  1.30it/s] 58%|█████▊    | 37/64 [00:29<00:23,  1.17it/s] 59%|█████▉    | 38/64 [00:30<00:23,  1.12it/s] 61%|██████    | 39/64 [00:31<00:20,  1.22it/s] 62%|██████▎   | 40/64 [00:32<00:20,  1.15it/s] 64%|██████▍   | 41/64 [00:33<00:18,  1.23it/s] 66%|██████▌   | 42/64 [00:33<00:16,  1.32it/s] 67%|██████▋   | 43/64 [00:34<00:17,  1.18it/s] 69%|██████▉   | 44/64 [00:35<00:15,  1.28it/s] 70%|███████   | 45/64 [00:36<00:15,  1.21it/s] 72%|███████▏  | 46/64 [00:37<00:14,  1.28it/s] 73%|███████▎  | 47/64 [00:38<00:14,  1.17it/s] 75%|███████▌  | 48/64 [00:38<00:12,  1.25it/s] 77%|███████▋  | 49/64 [00:39<00:11,  1.31it/s] 78%|███████▊  | 50/64 [00:40<00:10,  1.38it/s] 80%|███████▉  | 51/64 [00:40<00:09,  1.43it/s] 81%|████████▏ | 52/64 [00:41<00:09,  1.28it/s] 83%|████████▎ | 53/64 [00:42<00:08,  1.36it/s] 84%|████████▍ | 54/64 [00:43<00:07,  1.39it/s] 86%|████████▌ | 55/64 [00:43<00:06,  1.43it/s] 88%|████████▊ | 56/64 [00:44<00:05,  1.47it/s] 89%|████████▉ | 57/64 [00:45<00:05,  1.32it/s] 91%|█████████ | 58/64 [00:46<00:04,  1.37it/s] 92%|█████████▏| 59/64 [00:47<00:04,  1.21it/s] 94%|█████████▍| 60/64 [00:47<00:03,  1.24it/s] 95%|█████████▌| 61/64 [00:48<00:02,  1.31it/s] 97%|█████████▋| 62/64 [00:49<00:01,  1.23it/s] 98%|█████████▊| 63/64 [00:50<00:00,  1.33it/s]100%|██████████| 64/64 [00:51<00:00,  1.18it/s]100%|██████████| 64/64 [00:51<00:00,  1.25it/s]
Perceptual loss: 0.0520 (weight=0.06)
Perceptual loss: 0.0420 (weight=0.06)
Perceptual loss: 0.0931 (weight=0.06)
Perceptual loss: 0.0724 (weight=0.06)
Perceptual loss: 0.0695 (weight=0.06)
Perceptual loss: 0.0562 (weight=0.06)
Perceptual loss: 0.0588 (weight=0.06)
Perceptual loss: 0.0853 (weight=0.06)
Perceptual loss: 0.0618 (weight=0.06)
Perceptual loss: 0.1091 (weight=0.06)
Perceptual loss: 0.0406 (weight=0.06)
Perceptual loss: 0.0739 (weight=0.06)
Perceptual loss: 0.0624 (weight=0.06)
Perceptual loss: 0.0676 (weight=0.06)
Perceptual loss: 0.0490 (weight=0.06)
Perceptual loss: 0.0581 (weight=0.06)
Perceptual loss: 0.0440 (weight=0.06)
Perceptual loss: 0.0438 (weight=0.06)
Perceptual loss: 0.0711 (weight=0.06)
Perceptual loss: 0.0627 (weight=0.06)
Perceptual loss: 0.1178 (weight=0.06)
Perceptual loss: 0.0762 (weight=0.06)
Perceptual loss: 0.0623 (weight=0.06)
Perceptual loss: 0.0363 (weight=0.06)
Perceptual loss: 0.0496 (weight=0.06)
Perceptual loss: 0.0334 (weight=0.06)
Perceptual loss: 0.0723 (weight=0.06)
Perceptual loss: 0.0444 (weight=0.06)
Perceptual loss: 0.0243 (weight=0.06)
Perceptual loss: 0.0938 (weight=0.06)
Perceptual loss: 0.0477 (weight=0.06)
Perceptual loss: 0.0363 (weight=0.06)
Perceptual loss: 0.0642 (weight=0.06)
Perceptual loss: 0.1355 (weight=0.06)
Perceptual loss: 0.0539 (weight=0.06)
Perceptual loss: 0.0367 (weight=0.06)
Perceptual loss: 0.0524 (weight=0.06)
Perceptual loss: 0.0470 (weight=0.06)
Perceptual loss: 0.0520 (weight=0.06)
Perceptual loss: 0.0272 (weight=0.06)
Perceptual loss: 0.0839 (weight=0.06)
Perceptual loss: 0.0898 (weight=0.06)
Perceptual loss: 0.0722 (weight=0.06)
Perceptual loss: 0.0394 (weight=0.06)
Perceptual loss: 0.0629 (weight=0.06)
Perceptual loss: 0.0458 (weight=0.06)
Perceptual loss: 0.0710 (weight=0.06)
Perceptual loss: 0.0635 (weight=0.06)
Perceptual loss: 0.0478 (weight=0.06)
Perceptual loss: 0.0930 (weight=0.06)
Perceptual loss: 0.0722 (weight=0.06)
Perceptual loss: 0.1048 (weight=0.06)
Perceptual loss: 0.0691 (weight=0.06)
Perceptual loss: 0.0997 (weight=0.06)
Perceptual loss: 0.0857 (weight=0.06)
Perceptual loss: 0.0607 (weight=0.06)
Perceptual loss: 0.0799 (weight=0.06)
Perceptual loss: 0.0478 (weight=0.06)
Perceptual loss: 0.0633 (weight=0.06)
Perceptual loss: 0.0799 (weight=0.06)
Perceptual loss: 0.1065 (weight=0.06)
Perceptual loss: 0.0514 (weight=0.06)
Perceptual loss: 0.0767 (weight=0.06)
Perceptual loss: 0.1098 (weight=0.06)
train overall loss: 2.2415244579315186 detector_loss: 0.7842851281166077 of 256 nums, #avg learned keypoints:0.0  descriptor_loss: 1.4572393894195557 of 256 nums
save model for epoch 2
Epoch 3/149
----------phase:train	 PKE_learn:True----------
LR 0.0001
  0%|          | 0/64 [00:00<?, ?it/s]  2%|▏         | 1/64 [00:02<02:07,  2.02s/it]  3%|▎         | 2/64 [00:03<01:29,  1.44s/it]  5%|▍         | 3/64 [00:03<01:05,  1.07s/it]  6%|▋         | 4/64 [00:04<00:59,  1.01it/s]  8%|▊         | 5/64 [00:05<00:53,  1.11it/s]  9%|▉         | 6/64 [00:06<00:53,  1.09it/s] 11%|█         | 7/64 [00:06<00:46,  1.22it/s] 12%|█▎        | 8/64 [00:07<00:44,  1.26it/s] 14%|█▍        | 9/64 [00:08<00:41,  1.32it/s] 16%|█▌        | 10/64 [00:08<00:38,  1.39it/s] 17%|█▋        | 11/64 [00:09<00:42,  1.24it/s] 19%|█▉        | 12/64 [00:10<00:40,  1.29it/s] 20%|██        | 13/64 [00:11<00:39,  1.31it/s] 22%|██▏       | 14/64 [00:12<00:41,  1.22it/s] 23%|██▎       | 15/64 [00:13<00:38,  1.26it/s] 25%|██▌       | 16/64 [00:14<00:40,  1.18it/s] 27%|██▋       | 17/64 [00:14<00:36,  1.27it/s] 28%|██▊       | 18/64 [00:15<00:34,  1.33it/s] 30%|██▉       | 19/64 [00:16<00:38,  1.17it/s] 31%|███▏      | 20/64 [00:17<00:34,  1.26it/s] 33%|███▎      | 21/64 [00:18<00:37,  1.15it/s] 34%|███▍      | 22/64 [00:18<00:34,  1.23it/s] 36%|███▌      | 23/64 [00:19<00:31,  1.29it/s] 38%|███▊      | 24/64 [00:20<00:34,  1.16it/s] 39%|███▉      | 25/64 [00:21<00:32,  1.21it/s] 41%|████      | 26/64 [00:22<00:30,  1.24it/s] 42%|████▏     | 27/64 [00:22<00:28,  1.32it/s] 44%|████▍     | 28/64 [00:23<00:29,  1.22it/s] 45%|████▌     | 29/64 [00:24<00:30,  1.16it/s] 47%|████▋     | 30/64 [00:25<00:28,  1.21it/s] 48%|████▊     | 31/64 [00:26<00:28,  1.15it/s] 50%|█████     | 32/64 [00:27<00:26,  1.20it/s] 52%|█████▏    | 33/64 [00:27<00:24,  1.28it/s] 53%|█████▎    | 34/64 [00:28<00:22,  1.34it/s] 55%|█████▍    | 35/64 [00:29<00:20,  1.40it/s] 56%|█████▋    | 36/64 [00:30<00:22,  1.22it/s] 58%|█████▊    | 37/64 [00:30<00:21,  1.25it/s] 59%|█████▉    | 38/64 [00:31<00:22,  1.18it/s] 61%|██████    | 39/64 [00:32<00:20,  1.23it/s] 62%|██████▎   | 40/64 [00:33<00:18,  1.30it/s] 64%|██████▍   | 41/64 [00:34<00:19,  1.20it/s] 66%|██████▌   | 42/64 [00:34<00:16,  1.30it/s] 67%|██████▋   | 43/64 [00:35<00:15,  1.34it/s] 69%|██████▉   | 44/64 [00:36<00:16,  1.21it/s] 70%|███████   | 45/64 [00:37<00:14,  1.30it/s] 72%|███████▏  | 46/64 [00:38<00:15,  1.18it/s] 73%|███████▎  | 47/64 [00:38<00:13,  1.23it/s] 75%|███████▌  | 48/64 [00:40<00:14,  1.13it/s] 77%|███████▋  | 49/64 [00:40<00:12,  1.21it/s] 78%|███████▊  | 50/64 [00:41<00:10,  1.31it/s] 80%|███████▉  | 51/64 [00:42<00:10,  1.27it/s] 81%|████████▏ | 52/64 [00:42<00:09,  1.32it/s] 83%|████████▎ | 53/64 [00:43<00:09,  1.18it/s] 84%|████████▍ | 54/64 [00:44<00:07,  1.26it/s] 86%|████████▌ | 55/64 [00:45<00:07,  1.16it/s] 88%|████████▊ | 56/64 [00:46<00:06,  1.24it/s] 89%|████████▉ | 57/64 [00:46<00:05,  1.29it/s] 91%|█████████ | 58/64 [00:47<00:05,  1.18it/s] 92%|█████████▏| 59/64 [00:48<00:04,  1.23it/s] 94%|█████████▍| 60/64 [00:49<00:03,  1.14it/s] 95%|█████████▌| 61/64 [00:50<00:02,  1.11it/s] 97%|█████████▋| 62/64 [00:51<00:01,  1.19it/s] 98%|█████████▊| 63/64 [00:52<00:00,  1.14it/s]100%|██████████| 64/64 [00:53<00:00,  1.23it/s]100%|██████████| 64/64 [00:53<00:00,  1.21it/s]
Perceptual loss: 0.1223 (weight=0.06)
Perceptual loss: 0.0482 (weight=0.06)
Perceptual loss: 0.0716 (weight=0.06)
Perceptual loss: 0.0247 (weight=0.06)
Perceptual loss: 0.0362 (weight=0.06)
Perceptual loss: 0.1312 (weight=0.06)
Perceptual loss: 0.0883 (weight=0.06)
Perceptual loss: 0.0840 (weight=0.06)
Perceptual loss: 0.1151 (weight=0.06)
Perceptual loss: 0.0477 (weight=0.06)
Perceptual loss: 0.1086 (weight=0.06)
Perceptual loss: 0.0646 (weight=0.06)
Perceptual loss: 0.1141 (weight=0.06)
Perceptual loss: 0.0924 (weight=0.06)
Perceptual loss: 0.1607 (weight=0.06)
Perceptual loss: 0.0603 (weight=0.06)
Perceptual loss: 0.0931 (weight=0.06)
